titulo;preco;desc;erate;url;lat;lng;Quartos;Lugares de Estacionamento;WC's;Tam. do Lote (m²);Ano Construção;Total m² ;Casas de Banho;Total de Assoalhadas;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:
T5 Duplex com jardim a estrear na LAPA;1.375.000 €;  Magnífico apartamento duplex com o conceito de moradia, de traça antiga com muito cachet e pé direito alto. Inundado de luz natural com uma sala com 55 m2 com acesso directo para o jardim com 100m2.R/C: sala, cozinha, suite e casa de banho social.1º piso: quatro suites ( 2 delas com varanda e vista rio).Cozinha equipada com electrodomésticos Míele. Ar condicionado na sala e nos quartos e aquecimento central em todas as divisões. Chão em madeira de sucupira com verniz mate. Casas de banho em pedra travertino polida. 3 lugares de garagem (sem rampa nem elevador).Inserido num empreendimento exclusivo e único com apenas 8 apartamentos, no coração da Lapa, com...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lapa-Lisbon_120181177-19;;;5;3;;872,00;2011;292;6;6;R/C;;3;
MORADIA VILARANDELO;288.000 €;Excelente moradia para venda em Vilarandelo.Moradia  comtemporanêa com construção muito bem integrada na região,construida com materiais muito nobres, extremamente bem isolada com parede dupla, Vidro duplo  classificação de eficiência energêtica de excelência  A +, tem piscina equipada com equipamento de filtragem e uma grande área envolvente.Possui 5 quartos com armários embutidos, sendo dois deles suites, duas casas de banho  com banheira de hidromassagem, cozinha totalmente equipada muito ampla com  lareira, sala, salão de jogos, todos os compartimentos com grandes áreas.Aquecimento Central com várias alternativas: Caldeira de Peletes, Recuperador a Lenha e Caldeira a...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Vilarandelo-Valpacos_123241001-582;;;5;;;1.200,00;2004;237;;6;;;;
Luxuoso Apartamento T3 novo em frente ao Mar ;500.000 €;Apartamento T3 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-24;41.128601;-8.666775;3;;;232,00;2014;232;3;4;;;5;
Moradia T4 em construção - Arquitetura Contemporânea;175.000 €;Magnífica moradia T4 de arquitetura contemporânea.Acabamentos à escolha do cliente.Carpintarias em madeiras exóticas, tetos falsos com iluminação embutida, aquecimento central com caldeira mural de condensação, recuperador de calor a água, pré-instalação de ar condicionado, cozinha equipada com frigorífico, máquina de lavar louça, placa vitro-cerâmica, forno e exaustor.Exterior com caixilharias em alumínio com rotura térmica e vidro duplo baixo emissivo, sistema ETICS (isolamento térmico contínui pelo exterior) de 6 cm, fachadas em materiais nobres, estores elétricos, porta de entrada com fechadura de segurança e corta fogo, portão de garagem com automatismo, vídeo...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Barcouco-Mealhada_123351030-40;40.368762;-8.579543;4;;;335,00;2013;244;3;5;;;;
T4 com terraço e vista rio única a estrear na LAPA;1.250.000 €;  Venha descobrir a sensação de abrir a porta e encontrar rio “dentro” da sua casa. Fantástico apartamento inundado de luz natural com uma sala com 80m2 com acesso directo para o terraço de com vista de rio e da cidade de Lisboa.É constituído por 2 suites, 2 quartos com casa de banho comum, cozinha equipada com electrodomésticos Míele e casa de banho social. Ar condicionado na sala e nos quartos e aquecimento central em todas as divisões. Chão em madeira de sucupira com verniz mate. Casas de banho em pedra travertino polida. 2 lugares de garagem (sem rampa nem elevador).Inserido num empreendimento exclusivo e único com apenas 8 apartamentos, no coração da Lapa, com o...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lapa-Lisbon_120181177-16;;;4;2;;872,00;2011;268;4;5;2º Andar;;3;
T4 com terraço e vista rio única a estrear na LAPA;1.200.000 €;  Venha descobrir a sensação de abrir a porta e encontrar rio “dentro” da sua casa. Fantástico apartamento inundado de luz natural com uma sala com 80m2 com acesso directo para o terraço de com vista de rio e da cidade de Lisboa.É constituído por 2 suites, 2 quartos com casa de banho comum, cozinha equipada com electrodomésticos Míele e casa de banho social. Ar condicionado na sala e nos quartos e aquecimento central em todas as divisões. Chão em madeira de sucupira com verniz mate. Casas de banho em pedra travertino polida. 2 lugares de garagem (sem rampa nem elevador).Inserido num empreendimento exclusivo e único com apenas 8 apartamentos, no coração da Lapa, com o...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lapa-Lisbon_120181177-17;38.70885;-9.160243;4;2;;872,00;2011;268;4;5;1º Andar;;3;
T4 NOVO;185.000 €;Ao Comprar este apartamento estará a investir num imóvel com as seguintes características:Excelente apartamento T4 Novo!!!Elevada qualidade de construção e acabamentos.Lugar de Garagem e Arrumos. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Custoias-Matosinhos_122431029-344;41.188978;-8.64278;4;;1;208,00;2013;166;3;5;;;;
Apartamentos NOVOS;275.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-79;38.696805;-9.2991;3;;;144,00;2012;144;;4;3º Andar;;;
Luxuoso Apartamento T4 novo em frente ao Mar ;475.860 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-26;41.128601;-8.666775;4;;;280,00;2014;280;3;5;;;1;
Fantastica Moradia;310.000 €;Ao comprar esta Excelente Moradia T/4 em Figueiró (Santa Cristina) – Amarante estará a investir num imóvel com as seguintes características : -Acabamentos de alta qualidade.-Isolamento térmico em paredes Duplas.-Palas de estores Térmica.-Isolamento térmico em pavimentos térreos (cozinha e sala).-Pavimento em madeira.- Painéis solar.-Aquecimento central.-Suite e quartos com roupeiros embutidos.-Garagem fechada.-Excelente exposição solar.-Localizado numa zona habitacional muito sossegada.Estamos à sua, total disposição para o (a) ajudar a comprar esta Excelente Moradia T/4 em Figueiró Santa Cristina - Amarante.;A+;http://www.remax.pt/Two-Family-House-For-Sale-Figueiro-(Santa-Cristina)-Amarante_122441019-105;;;4;;;580,00;2012;580;3;5;;;;
APARTAMENTO NOVO - URBANIZAÇÃO UNIVERSITAS;140.000 €;Apartamento T3 novo  de arquitectura moderna inserido em zona tranquila a curta distância da Universidade do Minho, do Centro Nanotecnologia e do Hospital de Braga com ótimas acessibilidade.Fachadas ventiladas e um excelente isolamento térmico e acústico.Rede interna de fibra óptica, aquecimento central (caldeira gás natural), painéis solares, aspiração central, lavandaria e garagem individual.Cozinha equipada com eletrodomésticos.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Gualtar-Braga_123331027-29;41.570406;-8.385047;3;;;166,00;2013;141;;4;3º Andar;;;
MORADIA JUNTO À PRAIA DE SANTO AMARO DE OEIRAS!;575.000 €;  Moradia com 4 anos de utilização, em óptimo estado de conservação em localização prime, mesmo junto à Praia de Santo Amaro de Oeiras e do Paredão.Estar em forma só vai depender de si!A considerar:. Ar condicionado. Aquecimento central. Aspiração central. Caixilharia Technal. Lareira. Cozinha equipada. Banheira de hidromassagem e loiças Duravit-Philippe Stark. Piscina Spa e pavimento com deck em madeira exótica de cumaru. Garagem com portão automático. Jardim. Soalho em madeira de cambala. Aduelas, rodapés e guarnições em madeira de mogno lacada a branco. WC da suite em travertino. Louças suspensas Duravit,...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Oeiras-e-Sao-Juliao-da-Barra-Oeiras_122201240-164;38.683398;-9.315802;3;;1;500,00;2008;436;3;4;;;4;
ESPETACULAR  V 7 NO SOL NASCENTE;395.000 €; Viva com requinte e sossego e tranquilidade nesta magnifica Moradia em Famões,Sol Nascente recentemente construida. Todas as Habitações primam pela sua elevada qualidade de materiais e acabamentos como tambem por as suas magnificas árias de habitabilidade. Amplos quartos equipados com amplos roupeiros embutidos de Madeira com Portas de Correr. Aspiraçao central,Sistema de segurança. Painel Solar. Som Ambiente Ar-Condicionado. Portao Automatico de Garagem., Vidros duplos com janelas e portas oscilo batentes ,Estores Electricos/termicos.entre tantas outras caracteristicas de destaque nesta Moradia. Esta moradia e composta com garagem 100 mts Cave,Res do Chao com sala jantar ,sala...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Famoes-Odivelas_122841168-23;38.79845;-9.201622;5;;2;282,00;2012;487;3;7;;259,00;4;486.95
CONDIÇÔES ESPECIAIS DE FINANCIAMENTO SPREAD 2,25;165.000 €;APARTAMENTO DE QUALIDADE SUPERIOR COM CERTIFICAÇÃO ENERGÉTICA CLASSE A+. Com excelentes áreas e localização privilegiada. Dispõe de cozinha totalmente equipada com electrodomésticos de encastrar , ar condicionado,  e aspiração central em todas as divisões: detecção de inundação, detecção de incêndio, detecção de intruso e controlo de estores. Dispõe também de painéis solares para aquecimento de águas sanitárias. Casas de banho com mobiliário exclusivo, louças sanitárias suspensas e hidromassagem. Possui ainda janelas e portas para o exterior em madeira/ alumínio com corte térmico, estores térmicos e eléctricos, portas interiores e roupeiros em madeira de cerejeira, pavimento Flutuante, e...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Loures-Loures_122841168-24;40.291409;-7.434483;2;;1;624,00;2011;95;1;3;1º Andar;;;
Villas da Quinta - Vilamoura;1.040.000 €;Situado em Vilamoura próximo do campo de Golfe Victória, numa zona bastante tranquila deste destino de lazer, o Empreendimento “Villas da Quinta” oferece-lhe o privilégio de sentir a vivência do campo mas com todas as comodidades e ao mesmo tempo próximo de tudo aquilo que necessita.Arquitectura tradicional e pormenores cuidados, a escolha de materiais e equipamentos de grande qualidade contribuem para a criação de um espaço monde todos podem usufruir do conforto e estilo de vida mediterrânico. Rodeado de uma extensa zona verde com piscinas e grandes áreas de lazer, o Empreendimento “Villas da Quinta” é mesmo um daqueles lugares onde nos apetece estar.“Villas da Quinta” reflecte os...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Quarteira-Loule_120611204-80;37.107628;-8.14962;3;;;301,00;2012;180;;4;;;;
"DISPONÍVEL PARA PERMUTA";308.000 €;  Localizado numa urbanização nova em Montenegro,- Dois terraços e uma varanda,- Ar condicionado em todas as divisões incluindo cozinha,- Vidros duplos,- Persianas eléctrica,- Portas de correr nas zonas de acesso a sala e quartos,- Todos os quartos com roupeiros,- Duas suites,- Cozinha equipada,- Arrumação nos terraços,- Consola Domótica,- Acabamentos de Luxo.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Montenegro-Faro_123561012-106;37.03149;-7.96468;4;;1;300,00;2011;300;3;5;3º Andar;;;
A MORADIA QUE TRANSFORMA O SONHO EM REALIDADE;1.250.000 €;Algo completamente diferente. A 10 min a pé da praia, ergue-se esta magnífica moradia de cinco quartos em suite, construída aos mais elevados padrões. A alta tecnologia e as mais modernas performances em equipamento são um autêntico estado de arte (domótica siemens). Tudo pode ser operado do exterior da casa. Os acabamentos de luxo modernos, os grandes espaços abertos, que podem transformar-se em menores com grandes portas de vidro, que desaparecem como por magia na parede. A luminosidade torna possível apreciar a sua localização privilegiada. Alem dos seus 500 m2, conte com a espaçosa garagem de 280 m2, a piscina de 15x8 mts, o jardim envolvente e ... venha visitá-la!!! A VISTA MAR...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Castro-Marim-Castro-Marim_123371027-117;41.486709;-8.342394;5;;;1.350,00;2008;500;6;8;;;;
Luxuoso Apartamento T3 novo em frente ao Mar ;471.020 €;Apartamento T3 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-23;41.128601;-8.666775;3;;;232,00;2014;232;3;4;;;4;
Luxuoso Apartamento T4 novo em frente ao Mar ;506.550 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-13;41.128601;-8.666775;4;;;277,00;2014;277;3;5;;;1;
Moradia de Charme...;580.000 €;Grande oportunidade de adquirir uma moradia de charme. Áreas fabulosas e acabamentos de elevada qualidade, aliados a materiais únicos e harmoniosos.A moradia é dividida por 2 pisos, envolvida por um belo jardim e piscina refrescante. No piso térreo temos uma espaçosa sala e cozinha totalmente equipada (acesso a churrasqueira), escritório, garagem e casa de banho de apoio. O piso superior é composto por 3 suites, duas com varanda e a outra com um amplo terraço, para contemplar a vista sobre o jardim e piscina. Mais uma casa de banho de apoio.A moradia é toda equipada com Ar Condicionado, Aspiração Central e Painéis Solares. Com Pré-instalação de Aquecimento...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Castro-Marim-Castro-Marim_123371002-1127;37.176321;-7.487354;4;;;812,00;2013;492;4;5;;;;
Espectacular apartamento que poderá ser SEU.;160.000 €;Apartamentos novos, próximo do Shopping Strada Shopping § Fashion Outlet, Centro Comercial Dolce Vitta, CRILL, CRELL e A8. Imóvel com características únicas: vídeo-porteiro, janelas em alumínio com corte térmico, estores eléctricos com comando central, cozinha totalmente equipada, aspiração central, ar condicionado, painéis solares, terraço, são algumas características que fazem destes apartamentos uma excelente opção de compra. Venha visitar...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Famoes-Odivelas_122841122-144;38.802794;-9.208442;2;1;;280,00;2013;130;2;3;R/C;;4;
VIVER NA FOZ;746.000 €;Nascido no encontro da Rua do Carvalho com a Rua Diogo Botelho que lhe dá o nome, o Edifício Foz Diogo Botelho beneficia de uma localização privilegiada em pleno Porto, a desaguar na Foz. Com zonas verdes à sua volta, espaços abundante, amplas vistas e todos os serviços e comodidades de uma zona que desde sempre tem vindo a fixar os mais exigentes portuenses.Localizado junto à Universidade Católica, são imediatas as ligações do Edifício tanto à Praça do Império e Foz, para um lado, como à Rua Diogo Botelho, Campo Alegre e VCI, pelo outro.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Foz-do-Douro-Oporto_123571053-178;41.152228;-8.654504;4;;;228,00;2012;220;;5;5º Andar;;;
Apartamento T3 ;115.000 €;Apartamento T3 construção nova com boas soluções de acabamentos Prédio com apenas quatro frações, equipado com instalação para gás natural. Possui painéis solares para águas sanitárias, pré-instalação de aquecimento central através de recuperador de calor.Apartamento ao nível do primeiro andar: cozinha com caldeira para aquecimento central e águas sanitárias.Os quartos possuem roupeiro, sala com lareira, duas casas de banho, uma com banheira e outra com poliban. no hall de acesso aos quartos dispõe ainda de um roupeiro.Habitação com classe energética A+, aspiração central e estores elétricos.Garagem fechada com portão automático, capacidade para três...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alcafache-Mangualde_122461057-251;40.59157;-7.842414;3;;1;130,00;2012;130;1;4;;;;
Excelente T4 no Infantado;260.000 €;Este apartamento com uma área de 176m2, encontra-se em ótimo estado de conservação. Dispõe de cozinha equipada com placa, forno, exaustor, frigorífico, caldeira, microondas, máquina de lavar loiça, máquina de lavar e secar roupa. Sala com ar condicionado, pavimento flutuante e varanda. Suite e quartos com roupeiro e pavimento flutuante. Oferece ainda, painéis solares, vidros duplos, aspiração e aquecimento central. Box para duas viaturas. Localizado muito próximo do Loureshopping, com comércio, transportes e serviços. Venha visitar!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Loures-Loures_123841009-3;;;4;;;;2011;176;2;5;3º Andar;;;
Apartamento com CONDIÇÕES ESPECIAIS DE FINANCIAMENTO;186.000 €;Venha conhecer este apartamento T3, área de 181 m2, inserido em magnifico condomínio privado com ginásio, piscina coberta, espaços de lazer infantil, jardins, e que usufrui de CONDIÇÕES ESPECIAIS DE FINANCIAMENTO. Localização de excelência: a 10 minutos de Lisboa, 5 minutos de Mafra e a 10 minutos das maravilhosas praias da Ericeira. Todos os apartamentos  primam pelos seus espaços amplos, luminosos e acabamentos de requinte. Estão equipados com aspiração central, ar condicionado, alarme, videoporteiro, som ambiente, tudo da mais elevada qualidade.Não perca esta oportunidade! FOTOS MODELO.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Milharado-Mafra_123851001-62;38.912841;-9.187874;3;;;;2014;168;2;4;1º Andar;132,00;2;
Moradia T5 com piscina na Madalena - Gaia;375.000 €;Moradia de três frentes em local sossegado, a 500m do mar.Exposição solar Nascente / Sul / Poente. Sala com lareira, aquecimento central, ar condicionado em todas as divisões. Duas suites glamorosas, uma das quais no piso superior com vista de mar. Com um generoso closet e dois terraços a nascente e poente.Cozinha com os melhores equipamentos e mobiliário.Os materiais interiores são de qualidade superior, com arquitetura contemporânea.Pavimentos em madeira exótica (soalho pregado). Piscina exterior com tratamento permanente, com balneários próprios.Por 375.000€ terá à sua disposição uma esplendorosa moradia com 202m2 de implantação, 362m2 de área bruta...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Madalena-(Gaia)-Vila-Nova-de-Gaia_120421095-22;41.101716;-8.648526;5;;;393,00;2010;295;;6;;;;
Moradia Triplex inserida em Palácio;1.203.600 €;O Palácio foi atribuído a João Rodrigues, funcionário da casa dos contos, divisão da chancelaria real e, responsável pela administração das receitas e despesas públicas.Nomeado contador-mor, por serviços prestados que incluíam elementos da própria família, decisão, como forma de agradecimento, reconhecida pelo rei D. ManuelI.O Palácio Contador Mor junto ao Castelo de São Jorge, em Lisboa foi completamente recuperado e restituído à cidade, pelos arquitetos Manuel Aires Mateus e Frederico Valsassina.No século XXI quer ser um empreendimento moderno mantendo a traça e os vestígios históricos que remontam ao século XV. Este é um projeto onde se transformou o palácio em seis moradias...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Santiago-Lisbon_120861035-1589;;;3;;;;2013;346;4;4;;;3;
Moradia Triplex inserida em Palácio;984.800 €;O Palácio foi atribuído a João Rodrigues, funcionário da casa dos contos, divisão da chancelaria real e, responsável pela administração das receitas e despesas públicas.Nomeado contador-mor, por serviços prestados que incluíam elementos da própria família, decisão, como forma de agradecimento, reconhecida pelo rei D. ManuelI.O Palácio Contador Mor junto ao Castelo de São Jorge, em Lisboa foi completamente recuperado e restituído à cidade, pelos arquitetos Manuel Aires Mateus e Frederico Valsassina.No século XXI quer ser um empreendimento moderno mantendo a traça e os vestígios históricos que remontam ao século XV. Este é um projeto onde se transformou o palácio em seis moradias...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Santiago-Lisbon_120861035-1588;;;2;;;;2013;282;3;3;;;3;
Apartamento T3 na Quinta das Mesuras, Viseu;145.000 €;Apartamento T3 NOVO, na Quinta das Mesuras, em Viseu.Empreendimento de alta qualidade, localizado junto à Loja do Cidadão.Sala com lareira com recuperador de calor, todos os quartos com roupeiro embutido, sendo um em suite, WC mobilado e equipado com louças sanitárias suspensas.Possibilidade de escolha dos móveis de cozinha.Grande varanda com bela paisagem, caldeira a gás canalizado, painel solar com acumulador de 200 l para águas quentes sanitárias, piso radiante com regulação individual em cada divisão, pré-instalação de ar condicionado, som ambiente e domótica.Toda a caixilharia é em alumínio com corte térmico e basculante e os estores...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Viseu-(Santa-Maria-de-Viseu)-Viseu_122031082-11;40.651602;-7.909105;3;;2;166,00;2012;166;2;4;1º Andar;;6;
LUXUOSO T3 C/CONDIÇÕES ESPECIAIS FINANCIAMENTO;250.000 €;Na Portela em prédio pequeno excelente apartamento de tipologia T3 composto por duas suites tendo uma banheira de hidromassagem e outra base de chuveiro com coluna de hidromassagem. Cozinha muito bonita termolaminada de cor branca com orla em alumínio e completamente equipada.Sala e cozinha com acesso a grande terraço coberto, com vistas panorâmicas.Marque já a sua Visita!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Olivais-Coimbra_123351005-161;40.184611;-8.404874;3;;;1.331,00;2012;147;3;4;3º Andar;147,00;;
Apartamentos NOVOS;260.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-73;38.696805;-9.2991;3;;;148,00;2012;148;;4;1º Andar;;;
APARTAMENTO NOVO - URBANIZAÇÃO UNIVERSITAS;140.000 €;Apartamento T3 novo  de arquitectura moderna inserido em zona tranquila a curta distância da Universidade do Minho, do Centro Nanotecnologia e do Hospital de Braga com ótimas acessibilidade.Fachadas ventiladas e um excelente isolamento térmico e acústico.Rede interna de fibra óptica, aquecimento central (caldeira gás natural), painéis solares, aspiração central, lavandaria e garagem individual.Cozinha equipada com eletrodomésticos.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Gualtar-Braga_123331027-28;41.570406;-8.385047;3;;;160,00;2013;141;;4;2º Andar;;;
Moradia Triplex inserida em Palácio;1.313.000 €;O Palácio foi atribuído a João Rodrigues, funcionário da casa dos contos, divisão da chancelaria real e, responsável pela administração das receitas e despesas públicas.Nomeado contador-mor, por serviços prestados que incluíam elementos da própria família, decisão, como forma de agradecimento, reconhecida pelo rei D. ManuelI.O Palácio Contador Mor junto ao Castelo de São Jorge, em Lisboa foi completamente recuperado e restituído à cidade, pelos arquitetos Manuel Aires Mateus e Frederico Valsassina.No século XXI quer ser um empreendimento moderno mantendo a traça e os vestígios históricos que remontam ao século XV. Este é um projeto onde se transformou o palácio em seis moradias...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Santiago-Lisbon_120861035-1587;;;3;;;;2013;274;4;4;;;3;
Apartamentos NOVOS - Excelentes acabamentos;302.500 €;Fantásticos apartamentos Novos, a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de alumínio, pavimentos flutuante em Faia, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado (solução por condutas).Cozinha totalmente equipada com eletrodomésticos SMEG.Quartos com roupeiro, Boas varandas, 2 lugares de parqueamento e arrecadação.Venha conhecer, óptimos preços!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-70;38.688707;-9.342712;3;2;;193,00;2013;176;3;4;1º Andar;176,00;;
Luxuoso Apartamento T5 novo em frente ao Mar ;693.990 €;Apartamento T5 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-31;41.128601;-8.666775;4;;;323,00;2014;323;3;5;;;5;
Luxuoso Apartamento T4 novo em frente ao Mar ;594.880 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-30;41.128601;-8.666775;4;;;310,00;2014;310;3;5;;;4;
Apartamentos NOVOS;285.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-71;38.696805;-9.2991;3;;;148,00;2012;148;;4;5º Andar;;;
Apartamento com condições especiais de financiamento;114.000 €;Venha conhecer este apartamento T1 inserido neste magnifico condomínio privado com ginásio, piscina coberta, espaços de lazer infantil, jardins, e que usufrui de CONDIÇÕES ESPECIAIS DE FINANCIAMENTO. Localização de excelência: a 10 minutos de Lisboa, 5 minutos de Mafra e a 10 minutos das maravilhosas praias da Ericeira. Todos os apartamentos  primam pelos seus espaços amplos, luminosos e acabamentos de requinte. Estão equipados com aspiração central, ar condicionado, alarme, videoporteiro, som ambiente, tudo da mais elevada qualidade.Não perca esta oportunidade! FOTOS MODELO.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Milharado-Mafra_123851001-59;38.912841;-9.187874;1;;;;2014;80;1;2;R/C;67,00;2;
Luxuoso Apto. T5 Recuado novo em frente ao Mar;1.000.000 €;  Apartamento T5 Recuado em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-19;41.128601;-8.666775;5;;;531,00;2014;531;3;6;;;6;
